title;year;author
Detection of Alzheimer's Disease from EEG Signals Using Explainable Artificial Intelligence Analysis.;2024;Omer Faruk Karaaslan and Gokhan Bilgin
Examining the Effect of Color Spaces on Histopathological Image Segmentation with the SHAP Explainable AI Method.;2024;Farhad Nassehi and Asuhan Par and Aykut Eken and Sinan Yetkin and Osman Erogul
Defining The Optimal Alpha Band Connectivity Pathways To Detect Depression Using Explainable AI.;2024;Ümmühan Özkaynak and Sahika Ercan and Fatma Banu Ispir and Muharrem Tuncay Gençoglu and Erkan Tanyildizi
Artificial Intelligence Based Marble Block Analysis System for Sustainable Green Transformation.;2024;Quincy Card and Daniel Simpson and Kshitiz Aryal and Maanak Gupta and Sheikh Rabiul Islam
Reliable electricity distribution using a digital twin based on explainable artificial intelligence.;2024;Alanoud Subahi
Explainable Artificial Intelligence with Chicken Swarm Optimization Based Web Phishing Detection and Classification on Cyber-Physical Systems 60-72.;2024;Maximilian Noppel and Christian Wressnegger
SoK: Explainable Machine Learning in Adversarial Environments.;2024;Chamara Sandeepa and Bartlomiej Siniarski and Shen Wang 0006 and Madhusanka Liyanage
Unleashing AI in Ethical Hacking.;2024;Alexander Bork and Debraj Chakraborty 0002 and Kush Grover and Jan Kretínský and Stefanie Mohr
AI Trustworthy Challenges in Drug Discovery.;2024;Christina E. Stimson and Rebecca Raper
Participatory AI: A Method for Integrating Inclusive and Ethical Design Considerations into Autonomous System Development.;2024;Cheng Chen and Mengqi Liao and S. Shyam Sundar
When to Explain? Exploring the Effects of Explanation Timing on User Perceptions and Trust in AI systems.;2024;Glenn McGarry and Andrew Crabtree and Alan Chamberlain and Lachlan D. Urquhart
Optimising Hierarchical Demand Forecasting with Explainable AI: Insights into Key Drivers.;2024;Stephen J. Aguilar and Changzhao Wang
Duty vs. Consequence: Exploring Teachers' Assessment of the Ethical Dimensions of Generative AI Technologies.;2024;Manuel J. Gomez and Álvaro Armada Sánchez and Mariano Albaladejo-González and Félix J. García Clemente and José A. Ruipérez-Valiente
Utilizing Explainable AI to Enhance Real-time Student Performance Prediction in Educational Serious Games.;2024;Bhavani Thuraisingham
Trustworthy Artificial Intelligence for Securing Transportation Systems.;2024;Nahin Nasir and Mohammed Shahriar Hossain and Md. Saiful Islam and Md. Arifiul Islam and Md Manirul Islam
Transforming Medical Waste Management Through IoT and Machine Learning: A Path Towards Sustainability.;2024;Caesar Wu and Yuan-Fang Li and Jian Li and Jingjing Xu and Pascal Bouvry
Trustworthy AI: Deciding What to Decide - A Strategic Decision on Credit Default Swaps Investment.;2024;Yann Billeter and Philipp Denzel and Ricardo Chavarriaga and Oliver Forster and Frank-Peter Schilling and Stefan Brunner and Carmen Frischknecht-Gruber and Monika Reif and Joanna Weng
MLOps as Enabler of Trustworthy AI.;2024;Qinghua Lu 0001
Responsible AI Engineering from a Data Perspective (Keynote).;2024;Flora Amato and Antonino Ferraro and Antonio Galli and Valerio La Gatta and Francesco Moscato 0001 and Vincenzo Moscato and Marco Postiglione and Carlo Sansone and Giancarlo Sperlì
A Comparative Assessment of eXplainable AI Tools in Predicting Hard Disk Drive Health.;2024;Maria Teresa Baldassarre and Danilo Caivano and Domenico Gigante and Azzurra Ragone
POLARIS: A framework to guide the development of Trustworthy AI systems.;2024;Chathuranga Sampath Kalutharage and Xiaodong Liu 0002 and Christos Chrysoulas and Oluwaseun Bamgboye
Neurosymbolic Learning in the XAI Framework for Enhanced Cyberattack Detection with Expert Knowledge Integration.;2024;Takayuki Miura and Toshiki Shibahara and Naoto Yanai
MEGEX: Data-Free Model Extraction Attack Against Gradient-Based Explainable AI.;2024;ZongXu Li and Ajay Dhruv and Vijal Jain
Ethical Considerations in the Use of AI for Higher Education: A Comprehensive Guide.;2024;María Estrella Vallecillo Rodríguez
Adaptation of Large Language Models for Spanish Text Generation in Responsible AI Problems.;2024;Aitor Soroa and German Rigau and Jose Maria Alonso-Moral and Marcos García 0001 and Maite Melero and Marta Villegas
Artificial Intelligence in Education: Ethical Considerations and Insights from Ancient Greek Philosophy.;2024;Irene Kilanioti and George Angelos Papadopoulos
Towards Biomedical Neurosymbolic AI: From Knowledge Infrastructure to Explainable Predictions.;2024;Giancarlo Antonino Pasquale Ignazio Catalano and Alexander E. I. Brownlee and David E. Cairns and John A. W. McCall and Martin Fyvie and Russell Ainslie
Intelligent Algorithms and Big Data Technology in Power Transmission Systems: Efficient, Reliable, and Sustainable Energy Transmission.;2024;Bakhtiar Sadeghi and Deborah Richards 0001 and Paul Formosa and Michael Hitchens
A Data Management Approach to Explainable AI.;2024;Li Li and Youyi Song and Xiang Dong and Peng Yang 0011 and Tianfu Wang 0001 and Baiying Lei
Ethical Alignment in Citizen-Centric AI.;2024;Clément Blanco-Volle and Nicolas Verstaevel and Stéphanie Combettes and Marie-Pierre Gleizes and Michel Povlovitsch Seixas
A Multi-agent Market Model Can Explain the Impact of AI Traders in Financial Markets-A New Microfoundations of GARCH Model.;2024;Silverio Martínez-Fernández
Environmental Sustainability of Machine Learning Systems: Reducing the Carbon Impact of Their Lifecycle Process.;2024;Ryotaro Toma and Hiroaki Kikuchi
Combinations of AI Models and XAI Metrics Vulnerable to Record Reconstruction Risk.;2024;Shou-Yu Lee and William Cheng-Chung Chu and Yao-Hsien Tseng and You-Gang Zhang and Hung-Lung Tsai
Explainable AI Applied in Healthcare: A Case Study of Diabetes Prediction.;2024;Maximilian Pintz and Daniel Becker 0010 and Michael Mock
PARMA: a Platform Architecture to enable Automated, Reproducible, and Multi-party Assessments of AI Trustworthiness.;2024;Bernhard Schenkenfelder and Ulrich Brandstätter and Lukas Fischer 0001 and Rudolf Ramler and Dominik Laister and Martin Hartl and Markus Wurm
Responsible AI Engineering: The Case of an Inclusive Image Annotation Team in a Global Technology Company.;2024;David Lo 0001
Requirements Engineering for Trustworthy Human-AI Synergy in Software Engineering 2.0.;2024;Umm-e-Habiba and Khan Mohammad Habibullah
Explainable AI: A Diverse Stakeholder Perspective.;2024;Ali Khodabandeh Yalabadi and Mehdi Yazdani-Jahromi and Niloofar Yousefi and Aida Tayebi and Sina Abdidizaji and Özlem Özmen Garibay
Candidate Solutions for Defining Explainability Requirements of AI Systems.;2024;Jakob Droste and Hannah Deters and Ronja Fuchs and Kurt Schneider
Peeking Outside the Black-Box: AI Explainability Requirements beyond Interpretability.;2024;Yosuke Fukuchi and Seiji Yamada
Explainable AI Assessment of Meal-Related Features Impact in Predicting Basal Insulin for Type I Diabetes.;2024;Silvia Filogna and Alessio Malizia and Daniele Mazzei and Giuseppe Prencipe and Giuseppina Sgandurra and Tommaso Turchi
Telemedicine and AI: From Co-Design to Explainability.;2024;Isotta Trescato and Alessandro Guazzo and Enrico Longato and Erica Tavazzi and Martina Vettoretti and Umberto Manera and Adriano Chiò and Marta Gromicho and Inês Alves and Mamede de Carvalho and Barbara Di Camillo
Unveiling Trustworthy AI Challenges: Characterizing Prediction Reliability.;2024;Mátyás Kuti-Kreszács
Enhancing Arrhythmia Diagnosis with Data-Driven Methods: A 12-Lead ECG-Based Explainable AI Model.;2024;Daniel Adanza and Carlos Natalino and Lluis Gifre and Raul Muñoz 0001 and Pol Alemany and Paolo Monti 0001 and Ricard Vilalta
IntentLLM: An AI Chatbot to Create, Find, and Explain Slice Intents in TeraFlowSDN.;2024;Léa Astrid Kenmogne and Stéphane Mocanu
Explainable AI for Process-Aware Attack Detection in Industrial Control Systems.;2024;Róza Goscien
Traffic Prediction- and Explainable Artificial Intelligence-Based Dynamic Routing in Software-Defined Elastic Optical Networks.;2024;Chamara Sandeepa and Thulitha Senevirathna and Bartlomiej Siniarski and Shen Wang 0006 and Madhusanka Liyanage
Mapping Trust in Nurses with Dimensions of Trustworthy Artificial Intelligence: A Scoping Review.;2024;Georgy Smirnov and Viktor A. Uglev
Experimental Results of Using Cognitive Maps of Knowledge Diagnosis in Different Modes to Explain the Recommendations of Intelligent Tutoring Systems.;2024;Ayman Ali and Ahmed Ashraf and Kamel Rahouma
Exploring Explainable Machine Learning in Early Liver Disease Detection: Insights from Fatty Liver and Hepatitis B.;2024;Cristian Zilli and Alessio Sacco and Doriana Monaco and Okwudilichukwu Okafor and Flavio Esposito and Guido Marchetto
Inferring Visibility of Internet Traffic Matrices Using eXplainable AI.;2024;John Krogstie and Birgit R. Krogstie and Maja van der Velden and Andrea Alessandro Gasparini and Dimitra Chasanidou
Sustainability analysis of AI-based tools in higher education.;2024;Bertil Lindenfalk and Simon Norris and Andrea Resmini
Explaining AI: Game making for a designerly exploration of challenges and opportunities of predictive technologies in public processes.;2024;Jessica M. Szczuka and Aike C. Horstmann and Natalia Szymczyk and Clara Strathmann and André Artelt and Lina Mavrina and Nicole C. Krämer
The Moral Compass of Applicants: Ethical Decision Making Amidst AI-Driven Recruitment.;2024;Ulvi Ibrahimli and Andrew Jay Isaak and Axel Winkelmann
When Technology Meets Purpose: Impact of Artificial Intelligence and Sustainability on Startup Financing.;2024;Jiamei Sun and Ping Wang and Stan Karanasios and Avijit Sengupta
The Organizing Vision of AI for Sustainability.;2024;Hong-Chuan Yang and Negin Sadat Saatchi
FOLD-SE: An Efficient Rule-Based Machine Learning Algorithm with Scalable Explainability.;2024;Gayane Grigoryan
Explainable Artificial Intelligence for Simulation Models.;2024;Erik Cambria and Balázs Gulyás and Joyce S. Pang and Nigel V. Marsh and Mythily Subramaniam
Explainable AI for Stress and Depression Detection in the Cyberspace and Beyond.;2024;Wang Zheng and Sang Da and Dajun Shi and Cheng Cheng
Explainable AI Modeling in the Prediction of Cardiovascular Disease Risk.;2024;Antje Wulff
A Vision on User-Centered Implementation and Evaluation of Explainable AI for Predicting Hospital-Onset Bacteremia.;2024;Katsuaki Nakano and Michael Zuzak and Cory E. Merkel and Alexander C. Loui
Trustworthy and Robust Machine Learning for Multimedia: Challenges and Perspectives.;2024;Timo Hynninen
Enhancing Creativity in Sustainable Product Design: The Impact of Generative AI Tools at the Conceptual Stage.;2024;Elva Leka and Luis Lamani and Enkeleda Hoxha
Securing the Foundations of 6G: Innovative Intelligent Controls at the Physical Layer for Trustworthiness and Resilience.;2024;Dusko Lukac and Ioana Lukac
Evaluating Human-Centered AI Explanations: Introduction of an XAI Evaluation Framework for Fact-Checking.;2024;Konstantinos Tsigos and Evlampios Apostolidis and Spyridon Baxevanakis and Symeon Papadopoulos and Vasileios Mezaris
Towards Quantitative Evaluation of Explainable AI Methods for Deepfake Detection.;2024;Michael Nigro and Binh P. Nguyen and Sridhar Krishnan 0001
Comparison of Hand-Crafted and Deep Features Towards Explainable AI at the Edge for Analysis of Audio Scenes.;2024;Ansel Blume and Khanh Duy Nguyen and Zhenhailong Wang and Yangyi Chen and Michal Shlapentokh-Rothman and Xiaomeng Jin and Jeonghwan Kim and Zhen Zhu and Jiateng Liu and Kuan-Hao Huang and Mankeerat Sidhu and Xuanming Zhang and Vivian Liu and Raunak Sinha and Te-Lin Wu and Abhay Zala and Elias Stengel-Eskin and Da Yin and Yao Xiao and Utkarsh Mall and Zhou Yu 0005 and Kai-Wei Chang and Camille Cobb and Karrie Karahalios and Lydia B. Chilton and Mohit Bansal and Nanyun Peng 0001 and Carl Vondrick and Derek Hoiem and Heng Ji
AIGCs Confuse AI Too: Investigating and Explaining Synthetic Image-induced Hallucinations in Large Vision-Language Models.;2024;Xuri Ge and Junchen Fu and Fuhai Chen and Shan An and Nicu Sebe and Joemon M. Jose
Semantic Models for Trustworthy Systems: A Hybrid Intelligence Augmentation Program.;2024;Veronica Hoth and Anne Elisabeth Krüger and Stefan Brandenburg
AI Assisted Domain Modeling Explainability and Traceability.;2024;Hira Naveed and John Grundy 0001 and Chetan Arora 0002 and Hourieh Khalajzadeh and Omar Haggag
Towards Runtime Monitoring for Responsible Machine Learning using Model-driven Engineering.;2024;Tiago Sousa and Benoît Ries and Nicolas Guelfi
Model-Driven Software Product Line Engineering of AI-Based Applications for Achieving Sustainable Development Goals: Vision Paper.;2024;Afef Awadid and Kahina Amokrane-Ferka and Henri Sohier and Juliette Mattioli and Faouzi Adjed and Martin Gonzalez and Souhaiel Khalfaoui
AI Systems Trustworthiness Assessment: State of the Art.;2024;Afef Awadid and Boris Robert and Benoît Langlois
MBSE to Support Engineering of Trustworthy AI-Based Critical Systems.;2024;Jiarui Liu 0004 and Wenkai Li and Zhijing Jin 0001 and Mona T. Diab
Automatic Generation of Model and Data Cards: A Step Towards Responsible AI.;2024;Yun Luo and Zhen Yang and Fandong Meng and Yingjie Li and Fang Guo and Qinglin Qi and Jie Zhou 0016 and Yue Zhang 0004
The effect of anthropomorphic design on the perceived trustworthiness of AI-based assistance systems.;2024;Philipp Spitzer and Sebastian Celis and Dominik Martin and Niklas Kühl 0001 and Gerhard Satzger
User-Centred Argumentation Analysis of Local Explanations in Explainable AI.;2024;Kristoffer Eikså and Jan Erlend Vatne and Anastasios M. Lekkas
Explainable AI for Comparative Analysis of Intrusion Detection Models.;2024;Farhana Javed and Josep Mangues-Bafalluy and Engin Zeydan and Luis Blanco
Explainable Artificial Intelligence for Antenna Sensor Modeling.;2024;Filippo Bargagna and Lisa Anita De Santi and Maria Filomena Santarelli and Vincenzo Positano and Nicola Vanello
Bayesian XAI Methods Towards a Robustness-Centric Approach to Deep Learning: An ABIDE I Study.;2024;Gabriele Varisco and Zheng Peng 0006 and Peter Andriessen and Carola van Pul and Xi Long
Explainable Machine Learning for Central Apnea Detection in Premature Infants.;2024;Remo Pareschi and Valentina Piantadosi and Sandro Pullo and Francesco Salzano
Revolutionizing Agri-Food Sustainability: An Overview and Future Outlook : Integrating IoT, DLT, and Machine Learning for Enhanced Farming Practices.;2024;Pasquale Arpaia and Matteo De Luca and Anna Della Calce and Giovanni Carone and Nicolò Castelli and Dunja Duran and Ludovica Gargiulo and Nicola Moccaldi and Marco Nalin and Alessandro Perin and Salvatore Piccolo and Cosimo Puttilli and Elisa Visani
eXplainable Artificial Intelligence Improves EEG-Based Cognitive Workload Assessment Induced by Fine Motor Activity in Neurosurgeons.;2024;Yan Hu and Kurt Tutschku and Veselka Boeva and Prashant Goswami and Shahrooz Abghari and Veronica Sundstedt
Towards an Ethical and Data Privacy Metrology for AI-Enriched Human-Centered XR Systems.;2024;Yequan Bie and Luyang Luo and Zhixuan Chen and Hao Chen 0011
Practical and Ethical Considerations for Generative AI in Medical Imaging.;2024;Abdul Rehman and Talha Meraj and Aiman Mahmood Minhas and Ayisha Imran and Mohsen Ali and Waqas Sultani
Exploring Prediabetes Pathways Using Explainable AI on Data from Electronic Medical Records.;2024;Rajarajeswari Ganesan and Simon C. Habraken and Frans N. van de Vosse and Wouter Huberts
Explainable Machine Learning Based Prediction of Severity of Heart Failure Using Primary Electronic Health Records.;2024;Tobias Haraldsson and Luca Marzano and Harsha Krishna and Sven Lethvall and Nina Falk and Patrik Bodeby and Jayanth Raghothama and Sebastiaan A. Meijer and Adam S. Darwich
Exploring Hospital Overcrowding with an Explainable Time-to-Event Machine Learning Approach.;2024;Ibrahim Alaa Eddine Madi and Akram Redjdal and Jacques Bouaud and Brigitte Séroussi
Exploring Explainable AI Techniques for Text Classification in Healthcare: A Scoping Review.;2024;Ilias Maglogiannis and Arsalan Khan and Parisis Gallos and Andreas Menychtas and Christos Panagopoulos and Petros Papachristou and Najmul Islam and Annika Wolff and Salviano Soares and Scott Hansen and Sebastian Scholze
AI4Work Project: Human-Centric Digital Twin Approaches to Trustworthy AI and Robotics for Improved Working Conditions in Healthcare and Education Sectors.;2024;Andria Nicolaou and Waqar A. Sulaiman and Zinonas C. Antoniou and Lakis Palazis and Anna Vavlitou and Constantinos S. Pattichis and Andreas S. Panayides
An Overview of Explainable AI Studies in the Prediction of Sepsis Onset and Sepsis Mortality.;2024;Chara Skouteli and Nicoletta Prentzas and Antonis C. Kakas and Constantinos S. Pattichis
Explaining Problem Recommendations in an Intelligent Tutoring System.;2024;Heba Aly and Kaileigh Angela Byrne and Bart P. Knijnenburg
Perceived Trustworthiness of Human vs. AI Instructors in Digital Privacy Education for Older Adults.;2024;Carson K. Leung and Rayan Imran and Adam G. M. Pazdor and Joglas Souza
An Explainable Artificial Intelligence Solution for the Practical Application of Employee Turnover.;2024;Juan Eloy Arco and Nicolás Gallego-Molina and Pedro Javier Lopez-Perez and Javier Ramírez 0001 and Juan Manuel Górriz and Andrés Ortiz 0001
Diagnosis of Parkinson Disease from EEG Signals Using a CNN-LSTM Model and Explainable AI.;2024;Andrés Bueno-Crespo and Raquel Martínez-España and Juan Morales-García and Ana Ortiz-González and Baldomero Imbernón and José Martínez-Más and Daniel Rosique-Egea and Mauricio A. Álvarez
Strict Left Bundle Branch Block Diagnose Through Explainable Artificial Intelligence.;2024;Marianna Jantunen and Richard Meyes and Veronika Kurchyna and Tobias Meisen and Pekka Abrahamsson and Rahul Mohanani
Researchers' Concerns on Artificial Intelligence Ethics: Results from a Scenario-Based Survey.;2024;Ricardo Baeza-Yates and Nataly Buslón
Responsible AI Day.;2024;Manas Gaur and Efthymia Tsamoura and Edward Raff and Nikhita Vedula and Srinivasan Parthasarathy 0001
KDD workshop on Evaluation and Trustworthiness of Generative AI Models.;2024;Miriam Cindy Maurer and Jacqueline Michelle Metsch and Philip Hempel and Theresa Bender and Nicolai Spicher and Anne-Christin Hauschild
Explainable Artificial Intelligence on Biosignals for Clinical Decision Support.;2024;Yu Xiong and Zhipeng Hu and Ye Huang and Runze Wu and Kai Guan and Xingchen Fang and Ji Jiang and Tianze Zhou and Yujing Hu and Haoyu Liu and Tangjie Lyu and Changjie Fan
3rd Workshop on Ethical Artificial Intelligence: Methods and Applications (EAI).;2024;Antonio Rago 0001 and Maria Vanina Martinez
Advancing Interactive Explainable AI via Belief Change Theory.;2024;Menglin Cui and Xiang Li and Peng Qin
Explore the Explanation and Consistency of Explainable AI in the LBLS Data Set.;2024;Yuanyuan Hu and Nasser Giacaman and Claire Donald
Enhancing Trust in Generative AI: Investigating Explainability of LLMs to Analyse Confusion in MOOC Discussions.;2024;Rachel Slama and Amalia Christina Toutziaridi and Justin Reich
Three Paradoxes to Reconcile to Promote Safe, Fair, and Trustworthy AI in Education.;2024;Filipe Altoe and Grégoire Burel and Sergio Miguel Gonçalves Pinto and Harith Alani and H. Sofia Pinto
Towards AI-mediated Meme Generation for Misinformation Correction Explanation.;2024;Ermellino Andrea and Lorenzo Malandri and Fabio Mercorio and Navid Nobani and Antonio Serino
An approach to Evaluative AI through Large Language Models.;2024;Hieu Trung Phan and Loc Tan Le and Phat Tan Nguyen and Sang Vinh Nguyen and An Thai Nguyen and Triet Tran Minh and Tho Quan Thanh
FOREST: Future-Oriented AI Systems for Enhancing Plant Health Monitoring and Sustainable Treatments in Precision Agriculture.;2024;James Weichert and Hoda Eldardiry
Computer Science Student Attitudes Towards AI Ethics and Policy: A Preliminary Investigation.;2024;Aikaterini Maria Panteleaki and Iraklis Anagnostopoulos
AI for Sustainability: Research at Ud'A Node.;2024;Flora Amato and Egidia Cirillo and Mattia Fonisto and Alberto Moccardi and Vincenzo Moscato and Carlo Sansone and Stefano Marrone 0002 and Antonio Maria Rinaldi and Antonio Galli and Domenico Benfenati and Giovanni Maria De Filippis and Lidia Marassi and Narendra Patwardhan and Antonio Elia Pascarella and Cristiano Russo and Cristian Tommasino
Advancements and Challenges in Generative AI: Architectures, Applications, and Ethical Implications.;2024;Flora Amato and Giovanni Maria De Filippis and Antonio Galli and Michela Gravina and Lidia Marassi and Stefano Marrone 0002 and Elio Masciari and Vincenzo Moscato and Antonio Maria Rinaldi and Cristiano Russo and Carlo Sansone and Cristian Tommasino
Responsibile and Reliable AI: Activities of the CINI-AIIS Lab at University of Naples Federico II.;2024;Flora Amato and Giovanni Luca Giacco and Lidia Marassi and Stefano Marrone 0002 and Antonio Elia Pascarella and Carlo Sansone
AI for Sustainability: Activities of the CINI-AIIS Lab at University of Naples Federico II.;2024;Miriana Calvano and Antonio Curci and Rosa Lanzilotti and Antonio Piccinno
Symbiotic AI: What is the Role of Trustworthiness?;2024;Lelio Campanile and Roberta De Fazio and Michele Di Giovanni and Fiammetta Marulli
Beyond the Hype: Toward a Concrete Adoption of the Fair and Responsible Use of AI.;2024;Valeria Cesaroni and Martina Galletti and Eleonora Pasqua and Daniele Nardi
Towards Trustworthy AI in Inclusive Education: A Co-Creation Approach Rooted in Ecological Frameworks.;2024;Alessia Auriemma Citarella and Luigi Carrino and Fabiola De Marco and Luigi Di Biasi and Alessia Serena Perna and Genoveffa Tortora and Antonio Viscusi
Teachers Interacting with Generative Artificial Intelligence: A Dual Responsibility.;2024;Gianluca Manduca and Anita Casadei and Valeria Zeni and Giovanni Benelli and Cesare Stefanini and Donato Romano
Insights into Entomopathogenic Nematode Behavior by Using AI Techniques to Advance Sustainable Pest Control.;2024;Frida Milella and Eleonora Clarizia and Alessio De Pellegrin and Stefania Bandini
Sustainable walkability in inner areas of Italy: a research proposal on AI-based simulation for older adults.;2024;Majid Mollaeefar and Eleonora Marchesini and Roberto Carbone and Silvio Ranise
A Risk-based Approach to Trustworthy AI Systems for Judicial Procedures.;2024;Vincenzo Norman Vitale and Emilia Tanda and Francesco Cutugno
Towards a responsible usage of AI-based Large Acoustic Models for Automatic Speech Recognition: on the importance of data in the self-supervised era.;2024;C. W. Lin and P. C. Tsao and Ross Lee and Khim Koh and Y. J. Ting and Jennifer Hsiao and C. T. Lai and T. H. Lee
Boost CPU Turbo Yield Utilizing Explainable Artificial Intelligence.;2024;Rhea Basappa and Mustafa Tekman and Hong Lu and Benjamin Faught and Sandeep Kakar and Ashok K. Goel 0001
Social AI Agents Too Need to Explain Themselves.;2024;April Clarke and Antonija Mitrovic
Explainable Ensemble Machine Learning Method for Credit Risk Classification.;2024;Armando L. Carvalho Agostini and Carlo Manfroi and Ricardo Pereira and Eduardo Moreira da Costa and Neri dos Santos
Cemetery: More Human, Intelligent, and Sustainable.;2024;Xinying Xu
Research on Algorithmic Ethics in Artificial Intelligence.;2024;Suzanne T. Lane
Meeting ABET Outcomes through Teaching Students to Analyze the Ethics of an AI System.;2024;Changyao Lin and Zhenming Chen and Jie Liu
Poster Abstract: Xpi: Real-Time Progressive Inference Serving with Explainable AI in Edge-Cloud Systems.;2024;Didula Dissanayaka and Thumeera R. Wanasinghe and Raymond G. Gosine
Explainable Artificial intelligence for Autonomous UAV Navigation.;2024;Harriet Griffin and Mani Ghahremani and Alexander E. Gegov
A Fuzzy Expert System Based Extension of SWI-Prolog for Evaluating AI Ethics.;2024;Giannis Konstantinidis and Alexander E. Gegov
Deep Neural Networks for Anti Money Laundering Using Explainable Artificial Intelligence.;2024;Odartey Lamptey and Djamila Ouelhadj and Anna Rösner and Adrian Hopgood and Alexander E. Gegov and Serge Da Deppo
Decision Tree Ensemble Based Classification of Terrorist Attacks Using eXplainable Artificial Intelligence.;2024;Aditya Shankar Pal and Debojyoti Biswas and Joy Mahapatra and Debasis Banerjee and Prantar Chakrabarti and Alejandro F. Frangi and Utpal Garain
Business Intelligence Dashboard for Smart, Sustainable and Resilient Cities Based on the City's Fundamental Power Index.;2024;Houda El Mohamadi and Mohammed El Hassouni
An Explainable Intelligent Intrusion Detection System.;2024;Md. Shohidul Islam and Ihsen Alouani and Khaled N. Khasawneh
Hardware Support for Trustworthy Machine Learning: A Survey.;2024;Yuhan Hou and Yi Zhu and Xiao Wu and Yinfei Li and Timothy H. Lucas and Andrew G. Richardson and Xilin Liu
33.4 A Multi-Loop Neuromodulation Chipset Network with Frequency-Interleaving Front-End and Explainable AI for Memory Studies in Freely Behaving Monkeys.;2024;Vian Bakir and Karen Bennet and Ben Bland and Alexander Laffer and Phoebe Li and Andrew McStay
When is Deception OK? Developing the IEEE Recommended Practice for Ethical Considerations of Emulated Empathy in Partner-based General-Purpose Artificial Intelligence Systems (IEEE P7014.1).;2024;María Concepción Castillo-González and Agueda Ma. Del Pilar Castillo-González
Ethical Challenges of AI: Nurturing Life-Care Perspectives in ECSIT Students.;2024;Hugo Pablo-Leyva and Rafaela Blanca Silva-López
Intelligent system of a numerical integration problem generator with gamification to ensure the ethics of academic work.;2024;Aditya Sengupta
Evaluating Feature Impact on Ocean Wind Speed Predictions: An Application of Explainable AI to GNSS Reflectometry Data.;2024;Bianca Moreira Cunha and Simone Diniz Junqueira Barbosa
Evaluating the Effectiveness of Visual Representations of SHAP Values Toward Explainable Artificial Intelligence.;2024;Emanuel Felipe Duarte and Paula Toledo Palomino and Taciana Pontual Falcão and Grace Lis Proença Meireles Barreto Porto and Carlos dos Santos Portela and Douglas Francisco Ribeiro and André Nascimento and Yuska Paola Costa Aguiar and Maurício R. de A. Souza and Angelita Moutin Segoria Gasparotto and Armando Maciel Toda
GranDIHC-BR 2025-2035 - GC6: Implications of Artificial Intelligence in HCI: A Discussion on Paradigms Ethics and Diversity Equity and Inclusion✱.;2024;Lady Edronalee J. Tavu and Geoffrey A. Solano and Zachary B. Lara
Using Explainable Machine Learning and Integrons to Predict Antimicrobial Resistance in Common Infection-Causing Bacteria.;2024;Nikos Tsolakis and Christoniki Maga-Nteve and Stefanos Vrochidis and Nick Bassiliades and Georgios Meditskos
Enhancing Cardiac AI Explainability Through Ontology-Based Evaluation.;2024;Maria Virvou and George A. Tsihrintzis
Artificial Intelligence Chatbots and Social Robots in Education: FEPER Framework for Efficiency, Pedagogical and Ethical Requirements.;2024;Antonio Rago 0001
A Little of That Human Touch: Achieving Human-Centric Explainable AI via Argumentation.;2024;Bo Han 0003
Trustworthy Machine Learning under Imperfect Data.;2024;Chengtai Cao and Xinhong Chen 0003 and Jianping Wang 0001 and Qun Song 0001 and Rui Tan 0001 and Yung-Hui Li
XAI-Lyricist: Improving the Singability of AI-Generated Lyrics with Prosody Explanations.;2024;Hieu Phan Trung and Loc Le Tan and Mao Nguyen and Phat Nguyen and Sang Nguyen and Minh-Triet Tran and Tho Quan
Revealing the Unseen: Explainable AI-Driven Masked Face Recognition.;2024;Annabel Latham and Keeley A. Crockett
Towards Trustworthy AI: Raising awareness in marginalized communities.;2024;Andrzej Nowakowski and Piotr Fulmanski and Marta Lipnicka
Explaining Supervisor Set for Machine Learning Methods.;2024;Abdullah Al Shafi and Miraj Hossain Shawon and Nida Shahid and Rita Rahman and Riasat Khan
Enhancing Diabetic Retinopathy Detection Through Transformer Based Knowledge Distillation and Explainable AI.;2024;Chi Xu and Mengen Luo and Ercan Engin Kuruoglu
AIChronoLens: Advancing Explainability for Time Series AI Forecasting in Mobile Networks.;2024;Giuseppe Arienzo and Alessia Auriemma Citarella and Fabiola De Marco and Anna Maria De Roberto and Luigi Di Biasi and Rita Francese and Genoveffa Tortora
CardioView: a framework for detection Premature Ventricular Contractions with eXplainable Artificial Intelligence.;2024;Jorge Jiménez García and Ignacio Lacalle Úbeda and Pawel Szmeja and Katarzyna Wasielewska-Michniewska and Maria Ganzha and Carlos E. Palau Salvador and Costin Badica and Stefka Fidanova and Marcin Paprzycki
Towards More Explainable and Traceable AI: Gray-boxed Design in a Case of Microservice Allocation.;2024;Sirine Ben Ghozzi and Mohamed Aymen Ben HajKacem and Nadia Essoussi
Towards Trustworthy AI Software Development Assistance.;2024;Jeong-Cheol Choi and Qiuying Chen and Sang-Joon Lee
Predicting ESG Ratings by Machine Learning and Analyzing Influencing Factors by XAI.;2024;Tanwir Ahmad and Dragos Truscan
Visualizing with Explainable AI Methods to Predict Injury Severity in Traffic Incidents.;2024;Ian Brooks and Laura Harrison and Mark Reeves and Martin Simpson and Rose Wallis
SLIPMAP: Fast and Robust Manifold Visualisation for Explainable AI.;2024;Luis Correas-Naranjo and Miguel Camacho-Sánchez and Laëtitia Launet and Milena Zuric and Valery Naranjo
Towards Sustainable Precision: Machine Learning for Laser Micromachining Optimization.;2024;Pedro Oliveira 0004 and Francisco Franco and Afonso Bessa and Dalila Durães and Paulo Novais
